UniProt Accession ID,Description,Gene,V08,V28,NV1,V15L,V31,NV2,V14,V6L,V15,V23,V1O,V16,V11,V9L,V01,V22,V04,V25,V07,V10,V17,NV6,NV4,V1L,V13,V21,V6L,V12,V30,NV7,V05,V20,V03,V32,V06,V27,V02
ML12B_HUMAN,Myosin regulatory light chain 12B,MYL12B,5195830.132,647763.0281,1409170.101,289471.8664,624301.4857,18130.87022,370040.6663,439160.3946,633288.1176,1645440.1,785004.2737,366948.1891,1124324.214,1319869.46,611528.6596,1490715.937,349381.949,2295560.399,2196959.087,418213.8074,8909101.371,1418695.746,22095149.93,239944.5638,1031805.896,1627267.632,2407531.883,580596.2302,608365.4521,1015308.528,1603064.051,806383.0531,1394134.669,593150.9967,1597979.112,1470150.674,1416551.418
MMP8_HUMAN,Neutrophil collagenase,MMP8,166489.182,300943.1194,459717.0021,20751.33362,292424.8927,9645.496588,10690.19167,1359463.614,1328950.789,1957276.941,140967.0382,3836436.646,666606.5048,1585270.025,1462783.776,685091.3982,974726.096,571794.4505,863998.2763,145946.6447,3695517.757,74643.09922,1544142.89,4500833.859,2553397.899,843667.3268,1060096.584,6042834.744,459118.3997,598802.3117,720819.2658,795852.2773,304203.988,116069.2767,564197.5829,403479.8535,929288.305
MMP9_HUMAN,Matrix metalloproteinase-9,MMP9,5368155.809,181280.1142,755191.5203,985896.0124,406381.5083,98162.04483,623693.5159,1477458.115,3853263.403,26111837.12,130806.6075,3691608.186,427053.2575,1128381.042,12032147.63,561933.9224,3628972.157,271856.327,7373476.256,339712.9395,12147980.55,272500.1744,2131270.054,1566971.94,1842443.219,998091.1934,3203541.554,10880174.6,913673.3748,3663851.803,928843.7079,11124893.75,535896.4378,284242.3928,1000132.836,899538.6779,2039914.614
MMSA_HUMAN,"Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial",ALDH6A1,55424.69735,1,74969.72546,117298.1301,4907.260637,59445.71512,44.08943683,59071.45812,2036.421183,33808.74692,35559.1306,3411.186496,10269.99147,178355.9819,3519.977763,113814.1311,12857.32068,1699.77174,798474.1919,12287.58568,6633.226675,7107.431851,143037.7563,208900.3824,410804.6983,113826.1446,23847.84261,796.1569044,269.1104623,23057.34969,3503.146317,4442.760882,4116.809538,5181.400627,24951.73454,9319.345119,11312.18759
MNDA_HUMAN,Myeloid cell nuclear differentiation antigen,MNDA,432190.4095,132231.9475,48312.56166,37853.13022,2163.948642,33536.70059,327.4003962,126473.9972,33492.1309,81566.18912,70995.58265,5677.041008,113999.74,58882.11198,17470.30698,42666.41688,66862.20988,38341.09198,895.1161062,12311.81159,808657.7346,56984.67493,94578.75733,46089.26578,6593.916376,192730.4249,10531.33629,25134.14798,36748.06938,25244.91495,65039.21617,17102.95872,32465.81287,3287.857413,434065.1238,10913.97857,42852.66816
MOES_HUMAN,Moesin,MSN,1121641.842,389346.1868,1398118.988,1103281.411,25624.51373,245854.3258,3354084.394,793514.1703,3885686.263,1952797.532,644536.5563,3805216.002,1306426.441,1240217.058,1514099.566,1035662.491,2540199.579,698171.942,2027585.032,483130.7237,3546553.896,4706696.199,3308935.017,351974.2432,1577076.531,2350019.778,2044772.9,5613762.331,524427.5318,2996863.203,6308649.629,3156396.285,2760028.979,362119.0108,1794061.9,2389639.106,3016354.26
MPCP_HUMAN,"Phosphate carrier protein, mitochondrial",SLC25A3,413.2027449,25161.02844,118071.5607,1025.013748,58216.57022,121013.7044,112.289938,14608.77952,49263.94468,166907.4186,20611.94021,438320.6628,165503.1317,82267.84881,79860.06627,70725.94925,48894.85278,70950.41491,15174.69528,15922.29933,420071.0598,61571.99312,811841.4203,125667.933,158903.0098,58751.64072,127468.869,52142.25623,2478.986026,26386.75132,53721.78625,164459.6402,428858.3702,39291.07749,37849.32675,261372.7171,145842.9272
MTAP_HUMAN,S-methyl-5'-thioadenosine phosphorylase,MTAP,89272.84761,461451.9695,357650.9915,13709.53925,86102.80121,148493.8064,25362.37484,353274.3787,83135.02103,53129.52605,39590.86505,21713.47248,66153.67868,59895.98542,76080.63406,130129.9965,110135.6705,143074.2941,202637.2113,188319.9354,126583.4861,96549.04669,37534.45551,502598.4476,52942.28727,166195.7911,371610.9828,49672.81925,40941.48308,81423.76262,190993.4471,224270.9886,504840.1154,114164.3937,102932.7373,48511.1004,177425.1834
MTPN_HUMAN,Myotrophin,MTPN,415185.6809,156850.1794,1373823.223,649012.6209,350121.3049,1327652.293,41599.05864,160156.0198,277220.6851,124841.9947,57987.34264,115138.7708,167563.3407,203377.5344,18116.87921,127309.1888,93990.2862,237817.2144,157596.609,139433.4693,693304.1998,560834.6656,179483.0059,286651.972,59956.97531,416249.9474,68027.70238,253584.3004,39489.61964,78968.95492,372753.6868,1616949.347,143629.1805,145190.7264,130070.1842,324099.9307,144667.065
MUC1_HUMAN,Mucin-1,MUC1,38545.58483,107834.2373,600755.2832,62061.16758,119262.2462,13740.41418,983.6005695,148434.0998,371565.1249,368800.2051,330758.1903,148801.8187,102378.5807,643121.4206,677118.688,181286.0003,421504.304,170106.9013,64556.51796,220923.6813,162514.9507,2776471.857,102273.1299,161590.5858,314177.4437,67949.73337,700513.0175,260998.2053,319812.1385,130968.2749,163653.8228,280577.2082,146471.1663,186231.1579,149114.3722,192045.8366,291515.4579
MUC12_HUMAN,Mucin-12,MUC12,15005.19569,56277.48532,65656.51745,151454.3523,136715.3933,18343.01961,23185.44808,14662.1138,14284.49895,16040.05252,0.016531742,360114.7716,17686.11476,4038.510604,80944.10675,11483.33072,3605.868074,4116.29004,42116.66837,30193.78189,28151.3405,1423486.341,160437.6563,70160.36692,37276.13939,10630.73835,223989.5385,76113.87833,4204.273311,102674.7815,16794.62038,53713.43999,189228.7111,9055.402792,11208.52842,51575.63498,21274.38975
MUC16_HUMAN,Mucin-16,MUC16,140590.1838,3992149.073,1409138.164,382672.0352,939120.2214,182222.7161,63054.46643,714133.4416,14336336.17,396392.1277,1384430.742,331503.3382,479256.1612,2249394.64,321489.6199,194383.3838,705450.8834,590538.2928,662473.2426,22239.97276,103672.2947,32935.98334,98129.52131,530287.3008,350428.0479,364409.5511,2454282.645,103598.5454,1405998.223,1290749.662,46286.95028,83967.91363,128837.5722,1430597.587,7330211.286,237049.9104,813067.2175
MUC2_HUMAN,Mucin-2,MUC2,1706778.731,684925.6596,184969.4799,314198.5002,569154.8499,143976.3582,175335.1073,56022.46115,156221.1526,1142302.466,161584.5705,50925.41179,140833.8405,1959070.014,116501.5385,144166.5042,453006.2625,476310.5494,608392.6793,62684.27907,1301293.132,5520071.705,2892809.591,664950.2426,87768.83692,289211.0254,297117.9401,101049.8066,53572.68019,1088812.062,108703.9571,331600.2161,63341.96486,151770.6537,1593470.041,617652.9616,476726.7324
MUC4_HUMAN,Mucin-4,MUC4,30817.41176,322663.2067,387184.9737,147598.6794,118535.7908,1036989.614,598624.439,238779.0418,310558.4637,119944.1298,258994.2176,186575.4753,243596.1331,377835.941,303639.9637,154901.2245,124914.15,299922.9051,522075.4317,281908.6537,286635.9147,1310139.121,179043.5163,72514.09807,91601.45025,73480.0078,533094.5504,562308.3032,751624.9469,71123.68123,88099.21326,335865.2563,444189.1779,196016.5141,36078.24795,549157.8343,241149.0287
MUC5A_HUMAN,Mucin-5AC (Fragments),MUC5AC,6123419.096,1492565.706,635634.9879,13778670.54,1529226.217,331094.2093,1486198.849,1114507.123,5971110.152,1250727.076,283303.2506,4929197.453,5109619.258,5636402.628,989988.2658,3000601.517,2979007.176,4679788.975,3166840.509,658377.0338,634150.2075,1402112.153,2288322.34,1125182.358,7480212.1,2077230.427,13225481.19,11410955.09,494135.2317,574914.4605,1108301.877,715153.9328,2344622.111,1631221.357,2357555.556,3807068.905,1336317.009
MUC5B_HUMAN,Mucin-5B,MUC5B,3471703.553,2222279.532,311737.6421,750718.7159,1501768.757,241704.417,2664654.892,3862732.115,5512713.258,19761778.79,12902902.44,12292207.75,16305631.36,16309071.45,30058314.34,15746674.38,8174916.273,13933091.27,3656143.709,1133725.676,1678092.324,8189706.309,268200.0763,1693974.734,59456230.26,8614089.408,447891824.5,18572723.76,3864699.76,408825.3047,5054485.904,10428583.08,7224878.921,43349999.55,5432115.411,10960059.03,6440409.721
MUC6_HUMAN,Mucin-6,MUC6,49841.9963,3454.715645,7371.912114,105523.0258,5177.15958,77332.73682,626.5540333,16725.29513,1041.804352,3198.646213,3238.707263,2479.770455,8087.287688,42141.76659,11621.60022,23573.54234,38215.37571,12256.08014,14166.62829,20510.81302,26228.99316,502174.4487,1808.139985,3323.903279,107397.0574,4654.565684,56434.28744,964.8644983,21948.88822,192.0076695,11388.50341,7550.833251,3926.973589,39754.42893,2698.078235,1920.700125,11894.75818
MVP_HUMAN,Major vault protein,MVP,48706.5402,25871.03181,418782.2111,208329.1013,46613.9803,6058098.157,3855.582174,247115.3397,46814.995,167349.7101,34885.55429,64309.86848,194305.9077,139775.1797,463719.4958,288860.9926,139019.1038,69706.79189,304555.0567,132422.5712,116905.7749,649892.511,311571.2978,1123799.148,156469.7329,226948.3243,88448.39236,68183.63322,39096.63497,109547.5849,154671.9054,282298.8066,252916.5263,101954.5414,376561.5174,166415.6795,153149.1119
MY18A_HUMAN,Unconventional myosin-XVIIIa,MYO18A,30132.56137,552232.884,125298.3129,693.4397727,118250.7338,1914644.369,25005.8603,36485.40201,137614.5238,34629.86798,35954.61162,205485.2685,30239.06366,243806.7009,92222.6432,223050.3282,315823.6268,200129.0582,117887.8765,64617.41979,58834.39416,435664.6513,44405.07751,17810.00673,77391.90161,420403.5141,241623.2343,108483.784,251368.8524,267826.5729,53803.18411,288191.6904,306363.35,118200.1378,48296.92012,304527.3064,202304.586
MYDGF_HUMAN,Myeloid-derived growth factor,MYDGF,29925.8583,538931.7393,348311.0518,56041.46373,255258.4361,384109.8332,54959.83338,75435.16842,69463.14935,171153.4215,186451.0768,205915.3456,214461.3519,186551.2649,222035.9864,76456.13514,160862.2373,336765.5936,1168513.762,207966.4151,123822.3169,126366.9999,267906.6489,675467.5596,190937.1605,139828.5731,205674.2045,203744.4368,133166.337,315877.0474,262460.1556,864128.9332,204553.0894,270619.7428,440601.3864,541349.3434,651796.2694
MYH10_HUMAN,Myosin-10,MYH10,16206.72267,269879.4754,22588.44624,69910.85654,2625.018757,1,5616.788542,56050.09375,175333.0706,15225.32872,76382.4021,50761.60158,2197.979896,15629.8034,35990.59879,126215.8255,1,7284.65702,69.49488554,7865.803047,3796.889148,7821.558433,15793.89216,4370.201935,3727.745071,18072.51288,1294.836041,650.110639,167439.3186,7159.790275,13989.47514,1765.550463,61170.57878,25267.60053,27619.70719,617.4467885,14.67939356
MYH14_HUMAN,Myosin-14,MYH14,189908.6028,1126175.013,232222.9742,290688.7678,4955137.167,222984.0038,107938.0814,365258.4337,772066.1509,934790.0255,976439.3922,568024.8307,452421.3847,1247684.708,1881961.03,1780710.011,206295.4512,672110.3182,167106.0397,3040283.958,4316934.218,431068.1024,114595.6434,330770.887,365463.6896,646327.6212,372567.227,424935.0988,937300.3301,879899.8856,723579.0666,537406.5701,317739.2084,5380551.306,488087.6094,435691.3997,207711.2787
MYH9_HUMAN,Myosin-9,MYH9,2299737.186,3361286.99,1215126.48,809235.6784,267208.079,173637.9871,1124694.633,4162053.984,2388917.982,849272.4611,2004233.816,5029183.391,3569240.745,7202400.979,1857863.836,8268118.37,4333763.305,7483048.055,5068897.524,1385062.779,1017845.347,999801.8256,7674032.551,3116063.611,1489319.968,8884627.791,2054962.066,2175099.624,2338775.266,3295675.847,3736000.347,2789516.632,4341182.381,2413895.898,6493162.859,4156926.611,2524177.68
MYL6_HUMAN,Myosin light polypeptide 6,MYL6,942360.9423,783330.4286,2561575.308,3173828.342,1068731.455,747821.0016,93106.8279,1259061.818,201601.801,820190.7937,190703.133,191763.0571,1361636.232,3093814.404,885772.9524,1629204.304,1525310.059,2297275.404,3249367.94,676836.8872,1415535.245,1902858.083,421679.5164,629133.9899,603529.13,4383818.679,1871094.003,388267.4618,430466.5477,3656384.349,1264381.121,1471355.138,1991842.73,491899.6391,1942265.758,2874694.079,2270375.427
NACAM_HUMAN,"Nascent polypeptide-associated complex subunit alpha, muscle-specific form",NACA,1,13055.3701,198324.9417,15666.65364,28969.08863,133273.9447,6518.097228,1139.25263,31104.80739,55157.29903,6301.590721,2834.715895,28679.28065,7007.523252,55901.06754,136247.754,869.430441,137491.4233,1389.039911,113797.9681,82408.42006,84304.19215,44792.33229,16020.67772,14306.8245,120446.9345,12305.24067,31289.16585,33291.57806,98092.84794,118299.0951,96532.04024,21926.20068,126549.1447,62700.51247,148301.6366,6112.539889
NAGK_HUMAN,N-acetyl-D-glucosamine kinase,NAGK,39479.69837,95152.22293,1667286.57,260823.4557,87419.51817,62291.67384,9001.095693,66567.11847,14646.74024,556403.6056,19898.03926,33722.58472,67392.16996,337376.4713,136176.3775,25592.12485,42689.89452,63053.18964,132208.9544,12576.1621,129256.3151,207920.1866,1692158.513,38153.76834,141410.7727,19999.64671,76735.06413,76072.1966,6724.444039,1075903.238,63630.06357,285999.8351,99222.25434,17978.78434,75149.23241,472449.3979,647498.8861
NAMPT_HUMAN,Nicotinamide phosphoribosyltransferase,NAMPT,184648.0526,34596.9019,852316.9132,42879.68049,183671.6072,1,534828.018,2171611.672,77124.24836,161868.4728,21823.00516,308650.4119,53066.87494,208693.5618,73003.97615,79461.24367,1068664.045,192953.2063,67247.39365,24039.5848,147716.4241,612417.3442,654712.9421,164318.7815,114597.3581,30456.91593,123905.0947,114097.793,984086.6875,411557.4975,112766.0665,714876.2962,1013837.304,34979.40115,498740.4945,843602.7521,704223.7518
NB5R3_HUMAN,NADH-cytochrome b5 reductase 3,CYB5R3,47332.76362,2459.856148,56062.65001,124181.8393,13348.80016,279.4544227,22333.17807,2994.554667,13312.67321,116442.8082,11703.731,25894.51643,3317.907249,64605.58082,144495.2369,5385.328549,16899.10262,25261.20736,160097.5074,4495.670046,13684.45255,1395.71437,4858.620019,11833.74591,23478.82773,3900.207305,5995.873566,7801.080632,27000.10357,19787.96865,5469.808372,546935.2185,18945.99558,1253.471988,2962.530183,64530.16178,200988.3314
NCF1C_HUMAN,Putative neutrophil cytosol factor 1C,NCF1C,37323.14778,40521.0397,229.7351015,17238.33417,8311.420875,15362.07631,6660.265275,5685.881986,74562.47921,197066.0406,115515.8222,31424.15272,864.1192203,11912.2915,5332.311347,13212.42108,903.5641361,53.60657824,5472.995865,5157.749472,169240.9372,7125.259277,70584.52382,23101.25758,17243.76562,9235.042493,1026.520242,46565.62196,7850.760109,14024.93736,9424.55107,54764.84391,11877.80809,13028.52309,134919.2499,7147.76428,6377.711747
NDKA_HUMAN,Nucleoside diphosphate kinase A,NME1,819728.0644,1117453.071,3732173.422,384925.9659,264857.2441,336517.2202,160272.0283,1678388.118,298002.1322,4439380.837,217467.9352,186474.7061,326227.3863,1743451.174,8227248.135,426372.9864,1453115.604,1569284.687,6263688.068,1162080.983,2381576.897,1796369.449,1533876.517,79964.51367,302156.4357,1030261.01,897838.0808,1531933.911,366881.6872,1001184.897,1422250.508,16458547.29,5196014.697,830320.4698,566291.8596,1710334.526,9008740.802
NDKB_HUMAN,Nucleoside diphosphate kinase B,NME2,87090.60141,201094.3982,651947.1549,1079278.497,157146.9528,167931.033,143729.0429,78365.65198,80964.19392,528967.4662,41871.86343,75110.19512,166715.9759,363575.6875,1620690.551,278653.367,174453.1073,360286.825,2136567.424,178695.4665,586405.1211,246128.9895,145628.1293,49667.91988,87230.19496,379955.0423,451853.5907,188808.212,110609.9426,101476.9472,300933.3722,3000530.77,808619.626,175710.1385,151869.58,297069.9815,2479005.091
NDRG1_HUMAN,Protein NDRG1,NDRG1,8266.99182,261034.6562,126194.1438,114021.4801,174434.3932,2322.164869,1153.006969,12624.94013,328408.4226,126682.3256,1881.426539,177191.7179,761703.272,371136.8891,27791.82611,89518.584,28597.63835,123440.2007,1631.53306,77185.78783,34465.07839,49397.38689,68056.55129,867708.0036,4025.296513,33513.94001,55110.2502,1748.641438,98451.27832,2309.787022,219753.4289,149556.3661,72162.43276,75348.80891,1102255.614,42506.25776,188020.2306
NDUV1_HUMAN,"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial",NDUFV1,18101.58176,96752.4445,88138.12774,21666.70673,59767.56652,60546.56111,14122.22557,133152.2338,50407.92002,384755.5842,58454.46284,178975.9733,42759.0334,183531.9246,40702.64873,25342.54713,21759.46902,32479.9345,65350.24506,53841.50153,37693.49297,4024.854914,74006.87477,8128.820713,88993.49441,37227.43709,26163.28505,48389.78823,28858.7057,105581.5612,55081.8937,16142.02499,18554.39767,80499.04198,58057.3267,24085.43319,85131.14165
NDUV2_HUMAN,"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial",NDUFV2,248.6919114,23563.828,127606.7121,10941.14272,39390.44605,425.1522956,3775.383025,9557.055382,321.8932374,4534.126708,8364.054745,1174.63972,7796.712649,711.5278774,3824.283934,11270.91389,12760.02891,30845.94668,649.9413241,979.6799498,9541.772112,44824.27656,5685.502364,969.2810249,1739.458754,21665.16636,1,6114.5278,16408.3628,7333.521464,36032.64337,658.1550562,10527.25772,3494.161096,60.85954897,1881.783026,5143.373645
NEDD8_HUMAN,NEDD8,NEDD8,17431.65456,125501.6082,73102.11722,862329.723,109999.1152,16210.10334,120991.6649,63862.15919,254966.2606,253814.5946,2994.802009,99049.20095,13787.23627,169027.8828,22013.36702,228577.4129,428166.2595,250115.1155,772266.905,64024.73164,422276.2141,90648.60511,68917.45054,35405.15691,43186.06139,105167.8789,134196.5846,14448.37761,351843.1575,23352.96813,67750.79316,731505.6535,154870.1001,149722.3054,204055.2133,250211.8399,257358.6213
NEUA_HUMAN,N-acylneuraminate cytidylyltransferase,CMAS,349.3848844,10158.45343,16688.26056,96797.968,197376.8362,15930.31553,792.2163854,16813.82804,47795.55812,77841.82813,3568.78645,114717.1694,422824.8588,32645.15709,12333.12203,188298.52,11048.5181,125877.2634,1309.313441,22588.37698,9432.801176,28939.8803,11155.21055,2556.028835,9247.120124,70715.35804,32184.23607,6099.660824,5573.577843,20963.22763,13153.0726,20442.26386,9710.95893,1309.525506,28871.56588,317664.476,341033.4648
NEUR2_HUMAN,Sialidase-2,NEU2,728599.4808,36117.47655,2435.046291,167591.8419,58926.41347,4455.573789,1,65904.62408,33176.96301,355978.2954,20957.31093,61128.38914,61644.20996,8046.525601,165531.7392,48442.32066,182248.1261,85485.93773,275632.135,142103.9234,133200.4505,282848.2584,119181.6272,237681.9235,68904.17957,2781.881315,142938.2833,137389.174,46574.65318,139805.3116,84523.40409,22571.73365,28887.32361,118953.2593,98399.40326,76948.81128,75935.25471
NGAL_HUMAN,Neutrophil gelatinase-associated lipocalin,LCN2,633582.8466,9962636.48,9614191.625,12820413.46,38082454.66,3580857.879,53258.5613,21937445.68,53571199.44,4820903.382,10698790.08,29159928.85,47205457.99,13000666.32,18529909.09,31001047.71,58445997.22,32081088.09,12712465.8,11868796.35,63647805.6,2196411.948,3055739.706,4900592.065,19862146.63,40025754.04,17786515.73,14817477.98,49126443.48,3829366.097,36523358.15,67083118.48,70658648.12,35819615.06,31197035.5,63033418.36,51768770.7
